,TOP0_name,TOP0_role,TOP0_champion,TOP0_winrate,TOP0_wins,TOP0_losses,JGL0_name,JGL0_role,JGL0_champion,JGL0_winrate,JGL0_wins,JGL0_losses,MID0_name,MID0_role,MID0_champion,MID0_winrate,MID0_wins,MID0_losses,ADC0_name,ADC0_role,ADC0_champion,ADC0_winrate,ADC0_wins,ADC0_losses,SUP0_name,SUP0_role,SUP0_champion,SUP0_winrate,SUP0_wins,SUP0_losses,TOP1_name,TOP1_role,TOP1_champion,TOP1_winrate,TOP1_wins,TOP1_losses,JGL1_name,JGL1_role,JGL1_champion,JGL1_winrate,JGL1_wins,JGL1_losses,MID1_name,MID1_role,MID1_champion,MID1_winrate,MID1_wins,MID1_losses,ADC1_name,ADC1_role,ADC1_champion,ADC1_winrate,ADC1_wins,ADC1_losses,SUP1_name,SUP1_role,SUP1_champion,SUP1_winrate,SUP1_wins,SUP1_losses
EUW1_5832953636,rottom1,TOP,Nautilus,0.0,0,1,Unchained Fenrir,JGL,Warwick,0.5263157894736842,310,279,Kunati,MID,Katarina,0.4605263157894737,35,41,V5 Phot1c,ADC,Tristana,-1.0,-1,-1,Yuzusoft,SUP,Blitzcrank,-1.0,-1,-1,fIIy,TOP,Aatrox,0.581081081081081,43,31,DodgeDochHook,JGL,Rammus,0.8,40,10,MaEtCarNagE,MID,Orianna,0.38461538461538464,10,16,iamnotatrolltv,ADC,Lucian,0.7083333333333334,17,7,JustSkilleD,SUP,Soraka,0.5753114382785957,508,375
EUW1_5997421648,gamebull,TOP,Shen,0.5833333333333334,21,15,Sp4ceGun,JGL,Belveth,0.3333333333333333,2,4,rang wo bu dao,MID,Yone,0.7142857142857143,10,4,vjx,ADC,Tristana,0.38461538461538464,15,24,ThatGuyN1,SUP,Pyke,0.5806451612903226,108,78,Hadriun,TOP,Shyvana,0.5222672064777328,129,118,Smal Midja,JGL,Nocturne,0.6190476190476191,26,16,Diego AKA Survi,MID,Xerath,0.5945945945945946,44,30,wgqaoNxRito,ADC,Ashe,0.5348837209302325,46,40,Aspect Of Dick,SUP,Morgana,0.3333333333333333,3,6
EUW1_6141059365,Big Mans,TOP,Riven,0.5794392523364486,124,90,Skalata,JGL,Belveth,0.47368421052631576,9,10,Subtlety,MID,Viktor,0.4672897196261682,50,57,YX scary,ADC,Tristana,0.5863377609108159,309,218,BloodyVladdii,SUP,Pantheon,0.6428571428571429,9,5,KZP Lynx,TOP,Malphite,0.6551724137931034,19,10,John Tryhard,JGL,Poppy,0.6666666666666666,4,2,qian9696,MID,Ekko,0.6071428571428571,51,33,polish ade,ADC,Vayne,0.6774193548387096,21,10,Polish Supp,SUP,Janna,0.5555555555555556,5,4
EUW1_6141296236,Weed evry day,TOP,Gangplank,0.0,0,1,PJ Hasaki,JGL,Hecarim,-1.0,-1,-1,TèrrìfiÇ,MID,Viktor,0.6,9,6,Love Shot,ADC,Caitlyn,-1.0,-1,-1,dhmi76,SUP,Thresh,-1.0,-1,-1,CrazyDogSince10,TOP,Aatrox,0.631578947368421,48,28,Ionhery,JGL,Belveth,0.0,0,1,Meruin,MID,Vladimir,-1.0,-1,-1,W Ô N K Y,ADC,Kaisa,0.5,9,9,Orywable,SUP,Blitzcrank,-1.0,-1,-1
EUW1_6109762931,Gørò,TOP,Sett,0.5813953488372093,25,18,Pri6me36,JGL,Rengar,0.6547619047619048,55,29,Raspe3,MID,Akali,0.4418604651162791,19,24,Orugaron,ADC,Jhin,0.375,3,5,byPilzi,SUP,Xerath,0.5,2,2,Jorís,TOP,Nasus,0.7272727272727273,8,3,Faker21skt,JGL,LeeSin,0.45454545454545453,15,18,KarliaN,MID,Fizz,0.0,0,3,Explorder,ADC,Caitlyn,0.42857142857142855,3,4,Hydrafuse,SUP,Morgana,0.5,1,1
EUW1_6141909296,Zyzzbrah4winV2,TOP,Garen,0.5164835164835165,188,176,LaSargantana24,JGL,Lillia,0.4945054945054945,45,46,YoRHa Type B,MID,Zed,0.5714285714285714,4,3,ZeroMCX,ADC,Sivir,1.0,2,0,Xescelon,SUP,Leona,0.5,3,3,18cmADwananpro ,TOP,Heimerdinger,0.4166666666666667,5,7,Draisust,JGL,Kayn,0.5661764705882353,77,59,M Porcius Lucro,MID,Yone,0.38333333333333336,23,37,ShakaHong,ADC,Lucian,0.373134328358209,25,42,Chast,SUP,Zyra,0.0,0,2
EUW1_6141175482,TheAngeloFlight,TOP,Aatrox,0.5357142857142857,60,52,Monster Yï,JGL,MasterYi,-1.0,-1,-1,DNGXLX,MID,Yasuo,0.5576470588235294,237,188,M3LON,ADC,Samira,0.3333333333333333,1,2,XXGingaXNinjaXX,SUP,Blitzcrank,0.4583333333333333,11,13,íllidan,TOP,Yone,0.4666666666666667,7,8,1Nael1,JGL,Rammus,1.0,1,0,Jamesin,MID,Syndra,0.7142857142857143,5,2,Dont chase meee,ADC,Ziggs,0.5853658536585366,72,51,Mayhem,SUP,Morgana,0.5454545454545454,12,10
EUW1_6141614628,Noddern,TOP,Camille,0.3333333333333333,1,2,Big Stuffer,JGL,Nocturne,0.5411764705882353,46,39,virilord,MID,Lux,0.5330578512396694,258,226,Austimeaster,ADC,Ezreal,0.65,26,14,DarthMaul81802,SUP,Pyke,0.60431654676259,84,55,SayMyName0,TOP,Mordekaiser,0.5,4,4,kqapegjy,JGL,RekSai,0.5116279069767442,22,21,Getta Ban Ban,MID,Ahri,0.75,3,1,Zac Boing Boing,ADC,Tristana,0.6271186440677966,37,22,HRN Gust,SUP,Nautilus,0.5625,171,133
EUW1_6080683941,Zýr,TOP,Riven,0.5023474178403756,214,212,FrancescoRengàr,JGL,Vi,0.5343035343035343,257,224,XLC Ra,MID,Viktor,0.42105263157894735,16,22,Newititu,ADC,Xayah,0.3333333333333333,1,2,The Heimerdonger,SUP,Heimerdinger,0.548051948051948,211,174,deger211,TOP,Sejuani,0.6923076923076923,18,8,willosch,JGL,Diana,0.4642857142857143,26,30,Shorym,MID,Ziggs,0.3333333333333333,2,4,Th3Carti,ADC,Samira,0.56,70,55,M4korus,SUP,Maokai,0.5833333333333334,7,5
EUW1_6140814583,NoTrichter7,TOP,Jax,0.3333333333333333,1,2,Dunkins,JGL,Shyvana,0.5,8,8,AGB Stame17,MID,LeeSin,0.0,0,1,European NMSL,ADC,Kaisa,0.2857142857142857,2,5,AGB Phippes,SUP,Twitch,0.0,0,1,LydiaSerana,TOP,Nasus,0.5555555555555556,20,16,Sa1lou,JGL,Kayn,0.3333333333333333,5,10,EDG Scout7,MID,Sylas,0.5,2,2,Lencer,ADC,Jhin,0.4899135446685879,170,177,im ozzy,SUP,Alistar,0.4,2,3
EUW1_6140284074,Meini Meìnhard,TOP,Maokai,-1.0,-1,-1,Rang 1 Yasuo,JGL,Elise,0.5277777777777778,19,17,Sωed,MID,Syndra,-1.0,-1,-1,affirazer,ADC,Ezreal,0.0,0,1,reportedzurri,SUP,Thresh,0.5,12,12,IYuckYou,TOP,KSante,-1.0,-1,-1,COMPAAALTAN,JGL,Trundle,0.26666666666666666,4,11,Fínn el Rumano,MID,Sylas,0.36363636363636365,4,7,El rey harina,ADC,Nilah,0.0,0,1,Laengs,SUP,Seraphine,0.5281385281385281,122,109
EUW1_6095247020,PïV Yâng,TOP,Riven,0.5211267605633803,37,34,Pulla3000,JGL,Lillia,0.6086956521739131,14,9,AndrewTate Big W,MID,Qiyana,0.5445544554455446,110,92,TTempest,ADC,Caitlyn,0.4166666666666667,10,14, The Baka,SUP,Janna,0.4,6,9,I Love Yøu,TOP,Tryndamere,0.7368421052631579,14,5,sliFFyx,JGL,JarvanIV,0.5796178343949044,91,66,Gwaíhír,MID,Vladimir,0.5081967213114754,31,30,TąrryGnu2,ADC,MissFortune,0.3333333333333333,2,4,Parnak6,SUP,Maokai,0.4838709677419355,15,16
EUW1_6141777555,Geveduin,TOP,Sion,0.46774193548387094,29,33,RAZ Alkoor,JGL,Viego,0.4666666666666667,28,32,WilldayYT,MID,Ekko,0.5603864734299517,232,182,JHlNntastic,ADC,Jhin,0.5080500894454383,284,275,Atomicron1,SUP,Alistar,0.5,1,1,WindMistral,TOP,Yone,0.5555555555555556,20,16,Duenaoo03 TTV,JGL,Belveth,0.5909090909090909,26,18,Le Cąpitaine,MID,Sylas,0.375,3,5,Rązmo,ADC,Kalista,1.0,1,0,Gojo Satoru x,SUP,Leona,0.6190476190476191,13,8
EUW1_6136012317,PA NQNT,TOP,Akali,0.6086956521739131,14,9,lelewich,JGL,Diana,1.0,1,0,Expekk,MID,Jhin,0.5573770491803278,340,270,A S T I J U S,ADC,Draven,-1.0,-1,-1,Brotp Riven,SUP,Pyke,0.55,11,9,Segelschiff,TOP,Volibear,0.0,0,3,Claw and Order,JGL,Rengar,0.46,46,54,187Zipfebande,MID,Gragas,0.16666666666666666,1,5,Kristianbler,ADC,Caitlyn,0.59375,19,13,LablandasKingdom,SUP,Lux,0.46153846153846156,6,7
EUW1_6133554919,ZulKay,TOP,Yone,0.0,0,1,MBQ III,JGL,Shyvana,0.46153846153846156,6,7,daynightgamerx,MID,Qiyana,0.5471698113207547,145,120,DOGE Nothing adc,ADC,Ezreal,0.42105263157894735,8,11,YouSmellLikeFood,SUP,Leona,0.5555555555555556,10,8,LilacTime,TOP,Camille,1.0,9,0,TFT K3Thomsch,JGL,Rengar,-1.0,-1,-1,Support LeBIanc,MID,Ekko,0.5319148936170213,25,22,Buff Xayah Pls,ADC,Caitlyn,0.5797872340425532,109,79,Lnnecia,SUP,Renata,-1.0,-1,-1
EUW1_6137392435,Serialz Gnagna,TOP,Fiora,0.48148148148148145,78,84,tonioninja,JGL,Blitzcrank,0.6666666666666666,2,1,expresso0,MID,Jayce,0.8,4,1,Doopstic,ADC,Kaisa,0.44,22,28,mayakatita,SUP,Soraka,0.5584795321637427,191,151,carykiller,TOP,Singed,0.49619771863117873,261,265,Celoma,JGL,MasterYi,0.5820543093270366,493,354,Gros sac,MID,Garen,0.587378640776699,121,85,Byrkoué,ADC,Ashe,0.5419161676646707,181,153,Allana,SUP,Yuumi,0.0,0,3
EUW1_6084118683,sujeungpik,TOP,Riven,0.46296296296296297,25,29,NiinDorii,JGL,Shaco,0.4473684210526316,17,21,Petit Balais,MID,TwistedFate,0.0,0,1,CG Xtra,ADC,Xayah,0.6,3,2,Floom78,SUP,Blitzcrank,0.0,0,1,Gratulujem,TOP,Jax,0.8,4,1,European Zac,JGL,LeeSin,0.5,5,5,JibriŁ,MID,Akali,0.49074074074074076,53,55,Crazy THE Game,ADC,Kaisa,0.5897435897435898,46,32,LSS Creatoner,SUP,Brand,0.520618556701031,101,93
EUW1_6138549444,super sayiian ,TOP,Riven,0.5353535353535354,53,46,Fololirupo,JGL,Evelynn,0.5909090909090909,39,27,HSC GowzR,MID,Yone,0.575,23,17,Kayle on you,ADC,Lucian,1.0,2,0,Lil Capalot,SUP,Thresh,0.5588235294117647,19,15,Zephyrr,TOP,Garen,0.523972602739726,459,417,DiavOli,JGL,JarvanIV,0.0,0,1,a niu zeng,MID,Azir,0.0,0,1,FLAGGED 86761417,ADC,Kalista,0.5757575757575758,38,28,Ariannicie,SUP,Blitzcrank,0.7,7,3
EUW1_6140276571,Xetsume,TOP,Camille,0.0,0,4,Dιo Brando,JGL,Blitzcrank,0.6666666666666666,2,1,doρα,MID,Cassiopeia,0.5,2,2,Saliou221,ADC,MissFortune,0.5333333333333333,16,14,jptjpt,SUP,Poppy,0.5,2,2,ÑACSON,TOP,KSante,-1.0,-1,-1,buGgatti,JGL,Zac,0.5,2,2,RlVΣN ,MID,Ryze,0.0,0,2,WhatABerserker,ADC,Samira,0.521505376344086,97,89,Rafiti01,SUP,Pyke,-1.0,-1,-1
EUW1_6141153008,RobinsonCruZØé,TOP,Garen,0.5733333333333334,172,128,SperNight,JGL,Diana,0.5,2,2,KayThanh,MID,Akali,0.538899430740038,568,486,Shinkaz,ADC,MissFortune,0.5409836065573771,66,56,xDyNiiTyx,SUP,Nautilus,0.8,4,1,stainsin,TOP,Gangplank,0.4852941176470588,33,35,AnothX,JGL,Hecarim,0.6944444444444444,25,11,Oh 2 Brothers,MID,Sylas,0.631578947368421,12,7,NeverFFNeverTilt,ADC,Vayne,0.5555555555555556,20,16,Gornika,SUP,Amumu,0.5882352941176471,10,7
EUW1_5820131794,El Boss Kabrix,TOP,Gangplank,0.6666666666666666,6,3,Megadón,JGL,Volibear,0.5454545454545454,12,10,I Dont Farm,MID,Pyke,-1.0,-1,-1,riricoun,ADC,MissFortune,0.6904761904761905,29,13,Røi de Pyke,SUP,Rammus,0.5,5,5,ADkiller,TOP,Aatrox,0.44660194174757284,46,57,pękalinho,JGL,Ekko,-1.0,-1,-1,Scherrilady7,MID,Akshan,0.4444444444444444,8,10,D4rkEmpire,ADC,Ziggs,0.0,0,1,RW IcedCloud,SUP,Zilean,0.5294117647058824,9,8
EUW1_6095928148,10PausNaAreia,TOP,Sion,0.5416666666666666,13,11,4 FUN PLAYER XDD,JGL,Graves,-1.0,-1,-1,Pls sir my neck ,MID,Leblanc,0.6363636363636364,42,24,ValaTheGod,ADC,Sivir,-1.0,-1,-1,Annitaa,SUP,Seraphine,0.7272727272727273,8,3,l xFURY l,TOP,Akali,0.541095890410959,79,67,7enaish,JGL,Volibear,0.6486486486486487,24,13,Ghλžý,MID,Yasuo,0.6666666666666666,10,5,Basilović,ADC,Jinx,0.4,4,6,INT20,SUP,Leona,0.0,0,2
EUW1_6136165184,Bierbo Biertlin,TOP,Jax,1.0,1,0,GodLike589,JGL,Udyr,1.0,5,0,RUFTYY,MID,Kassadin,0.2,1,4,General Spitfire,ADC,Kaisa,0.5194805194805194,80,74,Morvus,SUP,Pyke,0.3333333333333333,1,2,Filthy Ape,TOP,Irelia,0.25,2,6,Lamb n the Wolf,JGL,Kindred,0.44285714285714284,31,39,xÂchillês,MID,Vex,-1.0,-1,-1,The Enforcer,ADC,Draven,-1.0,-1,-1,Veylon,SUP,Lux,0.4117647058823529,21,30
EUW1_6140605238,FusspilzSammler,TOP,Shen,0.46153846153846156,6,7,6687,JGL,Viego,0.5471698113207547,29,24,HORRID1,MID,Kassadin,0.4117647058823529,7,10,Assassin Lee Sin,ADC,Samira,0.42857142857142855,3,4,GOT U,SUP,Blitzcrank,0.6410256410256411,50,28,0 smite pyosik ,TOP,DrMundo,0.2903225806451613,9,22,Kapuze,JGL,Volibear,0.5388888888888889,97,83,La Mìche,MID,Talon,1.0,2,0,zwhyOuO,ADC,Lucian,0.5714285714285714,4,3,Anikoz,SUP,Lux,0.4,8,12
EUW1_6138018444,Armeste,TOP,Malphite,1.0,1,0,Judgecloony,JGL,Kayn,0.4,2,3,18years 18cm,MID,Ryze,0.6666666666666666,2,1,Its Kimo,ADC,Kaisa,0.5413533834586466,288,244,fermat252,SUP,Amumu,0.6,3,2,KraZzez,TOP,Maokai,0.0,0,1,LORD Borges,JGL,FiddleSticks,0.631578947368421,36,21,MrPepin,MID,Yone,0.56,14,11,wfnhspfkn,ADC,Jinx,-1.0,-1,-1,The Yuumabomber,SUP,Twitch,0.5,8,8
EUW1_6099312309,anxoyu,TOP,Darius,0.5294117647058824,27,24,Estarossa sama,JGL,Kayn,0.5520295202952029,748,607,3WEESS,MID,Varus,0.6666666666666666,4,2,Fluxx,ADC,Jinx,0.49504950495049505,100,102,Suicide bomber00,SUP,Lulu,0.4722222222222222,34,38,Gladston,TOP,Sion,0.5059523809523809,85,83,Get A Brain Scan,JGL,Pantheon,0.5161290322580645,16,15,Hollow Seeker,MID,Talon,0.5584415584415584,43,34,Dannerfjorden,ADC,Karthus,0.5348837209302325,23,20,Stellen,SUP,Morgana,0.7333333333333333,11,4
EUW1_6129717644,Kynaryvae,TOP,Riven,0.5348837209302325,69,60,ΞShowStopperΞ,JGL,Kindred,0.5555555555555556,5,4,OdynGX,MID,Azir,0.0,0,1,Gemuvae,ADC,Twitch,0.42424242424242425,14,19,ßird Set Free,SUP,Anivia,0.5945945945945946,44,30,dSenpai,TOP,Renekton,0.6666666666666666,6,3,Kaiser Ying,JGL,Hecarim,0.5576923076923077,29,23,ujbvwnk,MID,Sylas,0.45454545454545453,15,18,Dæd Man Talking,ADC,Tristana,0.46153846153846156,6,7,Schurkengurke69,SUP,Lux,-1.0,-1,-1
EUW1_6141800099,Vesgo,TOP,Malphite,0.5,2,2,Paynuc,JGL,FiddleSticks,0.6101694915254238,36,23,Gucci Sombrero,MID,Syndra,0.5,23,23,54MU,ADC,Jinx,0.49712643678160917,173,175,D1edalot,SUP,Xerath,0.4946236559139785,46,47,loyal chinchilla,TOP,Teemo,0.4868421052631579,37,39,nadamesukashi,JGL,Khazix,0.0,0,2,Gheo25,MID,Ryze,0.0,0,1,Cobre enjoyer,ADC,Varus,0.3333333333333333,1,2,eX Snax,SUP,Braum,0.5892857142857143,33,23
EUW1_6098214678,Josbak,TOP,Sett,0.0,0,1,Spoenk,JGL,Poppy,0.5610766045548654,271,212,zgmavmf,MID,Akali,0.5851851851851851,158,112,YaBoiErska,ADC,Caitlyn,0.5757575757575758,19,14,Permaaabanned13,SUP,Nami,0.625,10,6,Nogterym,TOP,Yone,0.5384615384615384,7,6,Crxpe4,JGL,Khazix,0.5,9,9,KRIEGSTREIBER,MID,Karthus,0.5844155844155844,45,32,Former Pro 1,ADC,Jhin,0.5305164319248826,113,100,أمير,SUP,Twitch,0.46153846153846156,6,7
EUW1_6140060990,Gilberte,TOP,Yone,0.41935483870967744,13,18,fy9l,JGL,Ekko,0.5833333333333334,14,10,korhanovic,MID,Zed,0.5194444444444445,187,173,Filibert,ADC,Kaisa,0.5507246376811594,76,62,Ryöta Kise,SUP,Zyra,0.6470588235294118,33,18,Matum,TOP,Gragas,0.0,0,1,CräbEnjoyer,JGL,Volibear,0.6756756756756757,50,24,flow of time,MID,Pantheon,0.3333333333333333,1,2,Topsl,ADC,Ezreal,0.5652173913043478,13,10,President Thresh,SUP,Thresh,0.4883720930232558,21,22
EUW1_6077600022,TheGreatGabsi,TOP,Gnar,0.625,5,3,roIIIi,JGL,Sejuani,0.375,3,5,dead inśide,MID,Akali,0.68,34,16,you smelly dogs,ADC,Ezreal,0.6111111111111112,44,28,ejectusmaximus,SUP,Pyke,0.4666666666666667,14,16,Wilde Hilde,TOP,Singed,0.5526315789473685,21,17,Dissii,JGL,Kayn,0.5,3,3,Hide on OneShot,MID,Zed,0.4166666666666667,10,14,föbbes,ADC,MissFortune,0.0,0,2,Shimoon,SUP,Swain,0.4444444444444444,8,10
EUW1_5832891461,PCS Darkvenger,TOP,Jax,0.25,1,3,Stronius,JGL,Khazix,-1.0,-1,-1,HKG ChicKxx,MID,Ahri,0.5714285714285714,8,6,HKG FungFungPig,ADC,Xayah,0.8823529411764706,15,2,All Pings Muted,SUP,Nautilus,0.0,0,2,AUDI RS7 R ABT,TOP,Tryndamere,0.625,10,6,SwodBe,JGL,LeeSin,0.46,92,108,Lynera,MID,Lissandra,-1.0,-1,-1,Tesiï,ADC,Samira,-1.0,-1,-1,Inting Mode,SUP,Lulu,-1.0,-1,-1
EUW1_6140115102,G2 Blurry,TOP,Warwick,0.4702549575070821,166,187,xyStorm3210,JGL,Belveth,0.611764705882353,156,99,Renewing,MID,Ahri,0.6071428571428571,34,22,Emilia Senpai,ADC,Xayah,0.43243243243243246,16,21,Combowww,SUP,Pyke,0.5579710144927537,77,61,AzrodaIe2,TOP,Tryndamere,0.512042818911686,574,547,Geáorge,JGL,Ivern,0.5617977528089888,50,39,GENnga,MID,Yone,0.5671641791044776,152,116,Father Of 4,ADC,Jhin,0.6363636363636364,7,4,DRAK0N,SUP,Nami,0.0,0,1
EUW1_6141214260,Ikuhro,TOP,Mordekaiser,0.5348837209302325,23,20,Psycho Rat,JGL,Sejuani,0.5,2,2,Sysaak,MID,Yone,0.5263157894736842,10,9,ﬁght,ADC,Kaisa,-1.0,-1,-1,Aunny,SUP,Janna,1.0,6,0,silver seller,TOP,Darius,0.25,1,3,Olonexic,JGL,Khazix,0.5,1,1,Vokda Power Me,MID,Syndra,0.25,1,3,SoftAnnndWet,ADC,Nilah,-1.0,-1,-1,NNyanpasu,SUP,Nami,1.0,1,0
EUW1_6141804044,John Sin,TOP,KSante,-1.0,-1,-1,Cesorbone,JGL,LeeSin,0.5,2,2,Daemon Blackfyre,MID,Ekko,-1.0,-1,-1,μ need hospítãI,ADC,Caitlyn,0.0,0,1,De8008,SUP,Janna,-1.0,-1,-1,Pencake11,TOP,Camille,0.5,1,1,NuclearDrone,JGL,Rengar,0.0,0,1,kame,MID,Yone,-1.0,-1,-1,Seppo69,ADC,Aphelios,0.0,0,2,thainy,SUP,Soraka,0.375,3,5
EUW1_6138741142,Heege,TOP,KSante,0.5,1,1,Artanox,JGL,Sejuani,-1.0,-1,-1,LIelouch,MID,Talon,-1.0,-1,-1,ucangohome,ADC,MissFortune,0.5705521472392638,186,140,supp on drugs,SUP,Thresh,0.6229508196721312,38,23,XiersNM,TOP,Kennen,-1.0,-1,-1,Mannfred,JGL,Zac,1.0,1,0,LeafFresh,MID,Annie,-1.0,-1,-1,Hamburger Jung,ADC,Jhin,-1.0,-1,-1,mıni pyke,SUP,Pyke,0.7777777777777778,7,2
EUW1_5902902077,DanaBrow,TOP,Aatrox,0.4576271186440678,27,32,JustHitMyClone,JGL,Shaco,0.539308176100629,343,293,Get Her Jade,MID,Vex,0.4473684210526316,17,21,Cheshired,ADC,Kaisa,0.8,8,2,BEEyonce,SUP,Blitzcrank,0.5625,18,14,I wear a Jhin,TOP,Samira,0.38461538461538464,25,40,KING FKN RENGAR,JGL,Twitch,1.0,1,0,NõName,MID,Ekko,0.582901554404145,225,161,Costi555,ADC,Jhin,0.5384615384615384,147,126,Skomar555,SUP,Xerath,0.5914634146341463,97,67
EUW1_6141352759,Abathur,TOP,Vayne,0.6144578313253012,51,32,SNIX123,JGL,Vi,0.5007173601147776,349,348,MrGankY0urGirl,MID,Pantheon,0.5561224489795918,109,87,Glen The Glider,ADC,Twitch,0.5442708333333334,209,175,JoeSlapsYourHoe,SUP,Yuumi,0.38461538461538464,5,8,Kokozonahily,TOP,Jax,0.75,6,2,tfgasn,JGL,Elise,0.6176470588235294,21,13,TempXXXL,MID,Swain,0.5471698113207547,29,24,Frisendahl,ADC,Jhin,0.45454545454545453,5,6,HeIsMySin,SUP,Ashe,0.25,1,3
EUW1_6125295290,PereDeZamirWOULA,TOP,Yone,0.5,7,7,RainBo Dash,JGL,Graves,0.25,7,21,Zamir,MID,Katarina,0.6210526315789474,59,36,Yuzzebi,ADC,Draven,0.6428571428571429,72,40,Il UωU lI,SUP,Soraka,0.5294117647058824,18,16,Thatsaintitchief,TOP,Gangplank,0.6428571428571429,9,5,ItsHanmaTime,JGL,MasterYi,0.575,23,17,Love Ruins ,MID,Zed,0.0,0,2,lNTended,ADC,Kaisa,-1.0,-1,-1,Damory,SUP,FiddleSticks,0.6111111111111112,22,14
EUW1_6131484590,HWAZerghamdi,TOP,Darius,0.6363636363636364,7,4,Noofly,JGL,Vi,0.5870307167235495,172,121,FlοwZ,MID,Ahri,0.5,7,7,Senpaî,ADC,Nilah,0.5714285714285714,8,6,Alucaŕd,SUP,Soraka,1.0,1,0,bORNNtobeKING,TOP,Ornn,0.5360824742268041,52,45,Kayn Hero,JGL,Viego,0.5,2,2,Steady Lads,MID,Sylas,0.46774193548387094,29,33,SuppPlayersSuck,ADC,Draven,0.502262443438914,111,110,Italian Dreamer,SUP,Pyke,0.5423728813559322,32,27
EUW1_6141625812,KC XMATY,TOP,DrMundo,0.5,1,1,djambombo,JGL,Shaco,0.0,0,1,Joe Eats Ass,MID,Lux,0.0,0,1,B3G0V1C,ADC,Varus,0.5808383233532934,97,70,Shishiru1,SUP,Rell,0.5,1,1,BalugawhaleScore,TOP,Kled,0.4883720930232558,21,22,Vae Aint Elated,JGL,Trundle,0.49514563106796117,153,156,Medea Pandora,MID,Zoe,0.5714285714285714,56,42,SoFkingPositive,ADC,Jhin,0.631578947368421,24,14,HB Napolyon ,SUP,Morgana,0.43478260869565216,10,13
EUW1_6137825812,noobjudge,TOP,Garen,0.5,19,19,portuanubis,JGL,Sion,0.5139664804469274,276,261,Cop Pirate King,MID,Anivia,0.6,3,2,iZipzap,ADC,MissFortune,0.5526315789473685,84,68,Frαnk Gallagher,SUP,Twitch,0.4,8,12,Orotot,TOP,KSante,0.44,11,14,Arch Εnemy ,JGL,MasterYi,-1.0,-1,-1,Yelpartal,MID,Yone,0.5714285714285714,8,6,Shield Pressure,ADC,Ezreal,0.4230769230769231,11,15,aDnLeL,SUP,Lulu,0.5535714285714286,31,25
EUW1_6141118548,Inteo Táctico,TOP,Sion,0.5736434108527132,74,55,CIA Phoenix,JGL,Evelynn,0.0,0,1,CIA Prometheus,MID,Vex,0.0,0,1,łssei,ADC,Jhin,0.5,9,9,MorenitoSeductor,SUP,Nautilus,0.4888888888888889,22,23,VryFast,TOP,Yasuo,0.2,2,8,Doubt me now,JGL,Diana,0.3333333333333333,3,6,Diamond Pyked,MID,Leona,0.3333333333333333,1,2,Svendsenn,ADC,Aphelios,0.4943820224719101,88,90,Kandisjam ,SUP,Renata,-1.0,-1,-1
EUW1_6141772496,Flico5,TOP,Yasuo,0.46987951807228917,39,44,Diviuss,JGL,Amumu,0.6630434782608695,61,31,Dampruller,MID,Syndra,0.5555555555555556,15,12,IBruce ILee ,ADC,Kaisa,0.5769230769230769,45,33,saizeman,SUP,Alistar,0.5,1,1,Shadowwulff,TOP,Shen,0.4657534246575342,34,39,ScorpionxKing,JGL,MasterYi,-1.0,-1,-1,keosn1,MID,Zoe,0.5789473684210527,88,64,ico ratata,ADC,Jinx,0.4523809523809524,19,23,Dicardrya,SUP,Rakan,0.5206349206349207,164,151
EUW1_6052349349,Ryu The Brow,TOP,Jax,0.42857142857142855,3,4,MiaMalkovasAss,JGL,Hecarim,-1.0,-1,-1,Deep And Quick,MID,Vex,0.29411764705882354,5,12,Dragniil,ADC,Ashe,0.0,0,1,Etiopp,SUP,Swain,0.5328467153284672,365,320,OSRSW334,TOP,Sion,0.5472103004291845,255,211,Real Vesten,JGL,Viego,0.375,3,5,NRG Prodigy,MID,Xerath,0.4444444444444444,4,5,chatshoot west,ADC,Ezreal,0.5,2,2,den1,SUP,Seraphine,0.5555555555555556,5,4
EUW1_6140306592,StoneCold696,TOP,Udyr,0.5391304347826087,62,53,Darogh,JGL,XinZhao,0.5806451612903226,18,13,RequiEm4You,MID,Viktor,0.5668016194331984,140,107,MNL Powder,ADC,Ezreal,0.5855263157894737,89,63,I TOOK THE WOCK,SUP,Twitch,0.53125,17,15,otpyasu,TOP,Aatrox,0.2857142857142857,2,5,LookingForMeeeps,JGL,Poppy,0.5,1,1,TERROR NYHC,MID,Ahri,0.4375,7,9,Remove tokens,ADC,Kaisa,-1.0,-1,-1,CheIsea FC,SUP,Nami,0.48,48,52
EUW1_6141163174,Shyn414,TOP,Sett,0.46835443037974683,74,84,Abhalladh,JGL,Hecarim,0.5882352941176471,20,14,DobleeBiceps,MID,Qiyana,0.55,11,9,GG FryMiiXx,ADC,Swain,0.4117647058823529,7,10,MostToxicWins1,SUP,Nami,0.6037735849056604,32,21,Honor is dead,TOP,Pantheon,0.36585365853658536,15,26,Shukakku,JGL,Ekko,0.5488372093023256,118,97,Alnurax,MID,Tristana,0.5544554455445545,56,45,Bigboi bejbe,ADC,Ezreal,0.45454545454545453,35,42,Glimmer90,SUP,Karma,0.4375,35,45
